symbol,adx_min,min_bars,trail,sl_buf,trades,win_pct,pf,ret_pct,max_dd_pct,exp
CHFJPY,22.0,6,1.5,0.1,15,33.33,1.06,0.06,-0.93,4.2053
CHFJPY,20.0,3,3.0,0.1,20,30.00,1.02,0.06,-2.10,3.1312
CHFJPY,22.0,6,1.5,0.2,15,33.33,1.06,0.06,-0.91,4.0730
CHFJPY,22.0,6,1.5,0.4,15,33.33,1.05,0.06,-0.88,3.8230
CHFJPY,20.0,3,3.0,0.2,20,30.00,1.02,0.06,-2.07,2.8399
CHFJPY,20.0,3,3.0,0.4,20,30.00,1.02,0.05,-2.01,2.3004
CHFJPY,18.0,4,1.5,0.4,27,40.74,0.98,-0.03,-1.35,-1.1904
CHFJPY,18.0,4,1.5,0.2,27,40.74,0.98,-0.04,-1.39,-1.4444
CHFJPY,18.0,4,1.5,0.1,27,40.74,0.98,-0.04,-1.42,-1.5800
CHFJPY,0.0,3,3.0,0.1,43,27.91,0.99,-0.07,-4.36,-1.6404
CHFJPY,0.0,3,3.0,0.2,43,27.91,0.99,-0.08,-4.30,-1.7640
CHFJPY,0.0,3,3.0,0.4,43,27.91,0.99,-0.09,-4.17,-1.9856
CHFJPY,18.0,3,3.0,0.4,29,34.48,0.98,-0.09,-2.84,-3.1933
CHFJPY,18.0,3,3.0,0.2,29,34.48,0.98,-0.10,-2.92,-3.3865
CHFJPY,18.0,3,3.0,0.1,29,34.48,0.98,-0.10,-2.96,-3.4862
CHFJPY,18.0,3,1.5,0.4,29,41.38,0.92,-0.19,-1.52,-6.4762
CHFJPY,18.0,3,1.5,0.2,29,41.38,0.91,-0.20,-1.56,-6.8622
CHFJPY,18.0,3,1.5,0.1,29,41.38,0.91,-0.20,-1.59,-7.0665
CHFJPY,0.0,5,3.0,0.4,38,28.95,0.91,-0.42,-3.23,-10.9935
CHFJPY,0.0,5,3.0,0.2,38,28.95,0.91,-0.43,-3.32,-11.2621
CHFJPY,0.0,5,3.0,0.1,38,28.95,0.91,-0.43,-3.37,-11.4005
CHFJPY,0.0,6,1.5,0.4,35,31.43,0.81,-0.48,-1.33,-13.6059
CHFJPY,0.0,3,2.5,0.4,43,27.91,0.91,-0.48,-3.35,-11.2674
CHFJPY,0.0,6,1.5,0.2,35,31.43,0.81,-0.50,-1.37,-14.1727
CHFJPY,0.0,3,2.5,0.2,43,27.91,0.91,-0.50,-3.45,-11.5922
CHFJPY,0.0,3,2.5,0.1,43,27.91,0.91,-0.51,-3.50,-11.7601
CHFJPY,0.0,6,1.5,0.1,35,31.43,0.81,-0.51,-1.39,-14.4716
CHFJPY,0.0,6,3.0,0.4,35,28.57,0.88,-0.53,-3.36,-15.0993
CHFJPY,0.0,6,3.0,0.2,35,28.57,0.89,-0.54,-3.45,-15.3446
CHFJPY,0.0,6,3.0,0.1,35,28.57,0.89,-0.54,-3.50,-15.4676
CHFJPY,0.0,5,1.5,0.4,38,34.21,0.80,-0.56,-1.44,-14.6856
CHFJPY,0.0,5,1.5,0.2,38,34.21,0.80,-0.58,-1.49,-15.2452
CHFJPY,0.0,5,1.5,0.1,38,34.21,0.80,-0.59,-1.52,-15.5400
CHFJPY,0.0,4,1.5,0.4,39,30.77,0.71,-0.89,-1.76,-22.7181
CHFJPY,0.0,4,3.0,0.4,39,28.21,0.83,-0.91,-3.71,-23.3188
CHFJPY,0.0,4,1.5,0.2,39,30.77,0.71,-0.91,-1.82,-23.4509
CHFJPY,0.0,4,1.5,0.1,39,30.77,0.70,-0.93,-1.85,-23.8351
CHFJPY,0.0,4,3.0,0.2,39,28.21,0.83,-0.93,-3.81,-23.9089
CHFJPY,0.0,4,3.0,0.1,39,28.21,0.83,-0.94,-3.87,-24.2142
CHFJPY,0.0,3,1.5,0.4,43,30.23,0.64,-1.23,-2.24,-28.6025
CHFJPY,0.0,3,1.5,0.2,43,30.23,0.63,-1.27,-2.31,-29.5238
CHFJPY,0.0,3,1.5,0.1,43,30.23,0.63,-1.29,-2.35,-30.0071
