symbol,adx_min,min_bars,trail,sl_buf,trades,win_pct,pf,ret_pct,max_dd_pct,exp
USDJPY,22.0,3,2.0,0.1,18,38.89,1.63,1.09,-1.25,60.3187
USDJPY,22.0,3,2.0,0.2,18,38.89,1.64,1.08,-1.22,60.1538
USDJPY,22.0,3,2.0,0.4,18,38.89,1.65,1.08,-1.18,59.7708
USDJPY,20.0,3,2.0,0.1,20,40.00,1.51,0.96,-1.23,48.0944
USDJPY,20.0,3,2.0,0.2,20,40.00,1.52,0.96,-1.20,47.9763
USDJPY,20.0,3,2.0,0.4,20,40.00,1.53,0.95,-1.15,47.6915
USDJPY,0.0,4,3.0,0.4,40,35.00,1.19,0.94,-2.32,23.6021
USDJPY,0.0,4,3.0,0.2,40,35.00,1.19,0.93,-2.41,23.3120
USDJPY,0.0,4,3.0,0.1,40,35.00,1.18,0.93,-2.45,23.1367
USDJPY,18.0,3,3.0,0.4,25,32.00,1.27,0.89,-1.88,35.7558
USDJPY,18.0,3,3.0,0.2,25,32.00,1.26,0.89,-1.95,35.5536
USDJPY,18.0,3,3.0,0.1,25,32.00,1.25,0.89,-1.99,35.4156
USDJPY,22.0,4,2.5,0.4,17,35.29,1.41,0.86,-1.45,50.8592
USDJPY,22.0,4,2.5,0.2,17,35.29,1.39,0.85,-1.50,50.0839
USDJPY,22.0,4,2.5,0.1,17,35.29,1.38,0.84,-1.53,49.6324
USDJPY,25.0,3,1.5,0.1,15,46.67,1.90,0.81,-0.76,54.3176
USDJPY,25.0,3,1.5,0.2,15,46.67,1.92,0.81,-0.75,54.0590
USDJPY,25.0,3,1.5,0.4,15,46.67,1.94,0.80,-0.72,53.5077
USDJPY,18.0,3,2.0,0.2,25,36.00,1.29,0.68,-1.21,27.0016
USDJPY,18.0,3,2.0,0.4,25,36.00,1.30,0.67,-1.17,26.9896
USDJPY,18.0,3,2.0,0.1,25,36.00,1.28,0.67,-1.24,26.9848
USDJPY,18.0,3,2.5,0.4,25,32.00,1.22,0.65,-1.52,26.0877
USDJPY,18.0,3,2.5,0.2,25,32.00,1.21,0.64,-1.58,25.5102
USDJPY,18.0,3,2.5,0.1,25,32.00,1.20,0.63,-1.61,25.1783
USDJPY,22.0,4,2.0,0.4,17,35.29,1.34,0.56,-1.18,32.9348
USDJPY,22.0,4,2.0,0.2,17,35.29,1.33,0.55,-1.22,32.6083
USDJPY,22.0,4,2.0,0.1,17,35.29,1.32,0.55,-1.25,32.4037
USDJPY,22.0,5,2.5,0.4,15,33.33,1.33,0.50,-0.96,33.5562
USDJPY,22.0,6,2.5,0.4,15,33.33,1.33,0.50,-0.96,33.5562
USDJPY,22.0,3,1.5,0.1,18,38.89,1.41,0.50,-0.76,27.6709
USDJPY,22.0,3,1.5,0.2,18,38.89,1.42,0.50,-0.75,27.6517
USDJPY,22.0,3,1.5,0.4,18,38.89,1.43,0.50,-0.72,27.5715
USDJPY,22.0,5,2.5,0.2,15,33.33,1.31,0.49,-0.98,32.6974
USDJPY,22.0,6,2.5,0.2,15,33.33,1.31,0.49,-0.98,32.6974
USDJPY,22.0,5,2.5,0.1,15,33.33,1.31,0.48,-0.99,32.2277
USDJPY,22.0,6,2.5,0.1,15,33.33,1.31,0.48,-0.99,32.2277
USDJPY,20.0,5,3.0,0.4,19,31.58,1.20,0.44,-1.66,23.0677
USDJPY,20.0,6,3.0,0.4,19,31.58,1.20,0.44,-1.66,23.0677
USDJPY,20.0,3,1.5,0.1,20,40.00,1.33,0.44,-0.79,21.8772
USDJPY,20.0,3,1.5,0.2,20,40.00,1.33,0.44,-0.78,21.8705
USDJPY,20.0,3,1.5,0.4,20,40.00,1.34,0.44,-0.75,21.8195
USDJPY,20.0,5,3.0,0.2,19,31.58,1.19,0.43,-1.70,22.5832
USDJPY,20.0,6,3.0,0.2,19,31.58,1.19,0.43,-1.70,22.5832
USDJPY,20.0,5,3.0,0.1,19,31.58,1.19,0.42,-1.72,22.3137
USDJPY,20.0,6,3.0,0.1,19,31.58,1.19,0.42,-1.72,22.3137
USDJPY,18.0,3,1.5,0.4,25,36.00,1.20,0.33,-0.75,13.1304
USDJPY,18.0,3,1.5,0.2,25,36.00,1.19,0.33,-0.78,13.1253
USDJPY,18.0,3,1.5,0.1,25,36.00,1.19,0.33,-0.79,13.1077
USDJPY,22.0,4,1.5,0.4,17,35.29,1.26,0.30,-0.72,17.7205
USDJPY,22.0,4,1.5,0.2,17,35.29,1.25,0.30,-0.75,17.5285
USDJPY,22.0,4,1.5,0.1,17,35.29,1.24,0.30,-0.76,17.4053
USDJPY,20.0,4,2.5,0.4,21,28.57,1.10,0.28,-1.45,13.1960
USDJPY,20.0,4,2.5,0.2,21,28.57,1.09,0.25,-1.51,12.0976
USDJPY,20.0,4,2.5,0.1,21,28.57,1.09,0.24,-1.54,11.4904
USDJPY,0.0,6,3.0,0.4,36,36.11,1.06,0.24,-2.20,6.6559
USDJPY,0.0,3,2.0,0.4,40,35.00,1.06,0.23,-1.64,5.6363
USDJPY,0.0,6,3.0,0.2,36,36.11,1.06,0.22,-2.25,6.1355
USDJPY,0.0,6,3.0,0.1,36,36.11,1.05,0.21,-2.28,5.8550
USDJPY,0.0,3,2.0,0.2,40,35.00,1.06,0.21,-1.70,5.2667
USDJPY,0.0,3,2.0,0.1,40,35.00,1.06,0.20,-1.73,5.0566
USDJPY,22.0,5,3.0,0.4,15,33.33,1.11,0.20,-1.21,13.1159
USDJPY,22.0,6,3.0,0.4,15,33.33,1.11,0.20,-1.21,13.1159
USDJPY,22.0,5,3.0,0.2,15,33.33,1.10,0.18,-1.24,11.8271
USDJPY,22.0,6,3.0,0.2,15,33.33,1.10,0.18,-1.24,11.8271
USDJPY,22.0,5,3.0,0.1,15,33.33,1.09,0.17,-1.26,11.1335
USDJPY,22.0,6,3.0,0.1,15,33.33,1.09,0.17,-1.26,11.1335
USDJPY,0.0,3,2.5,0.4,40,35.00,1.03,0.14,-1.74,3.4260
USDJPY,22.0,5,2.0,0.4,15,33.33,1.09,0.11,-0.69,7.1967
USDJPY,22.0,6,2.0,0.4,15,33.33,1.09,0.11,-0.69,7.1967
USDJPY,0.0,3,2.5,0.2,40,35.00,1.02,0.10,-1.81,2.6148
USDJPY,22.0,5,2.0,0.2,15,33.33,1.08,0.10,-0.71,6.4946
USDJPY,22.0,6,2.0,0.2,15,33.33,1.08,0.10,-0.71,6.4946
USDJPY,20.0,4,2.0,0.4,21,33.33,1.05,0.10,-1.15,4.5720
USDJPY,22.0,5,2.0,0.1,15,33.33,1.08,0.09,-0.71,6.1140
USDJPY,22.0,6,2.0,0.1,15,33.33,1.08,0.09,-0.71,6.1140
USDJPY,0.0,3,2.5,0.1,40,35.00,1.02,0.09,-1.85,2.1699
USDJPY,20.0,4,2.0,0.2,21,33.33,1.04,0.08,-1.20,3.9396
USDJPY,20.0,4,2.0,0.1,21,33.33,1.03,0.08,-1.23,3.5850
USDJPY,18.0,5,3.0,0.4,22,27.27,1.03,0.07,-1.73,3.0079
USDJPY,18.0,6,3.0,0.4,22,27.27,1.03,0.07,-1.73,3.0079
USDJPY,18.0,5,3.0,0.2,22,27.27,1.02,0.05,-1.77,2.2652
USDJPY,18.0,6,3.0,0.2,22,27.27,1.02,0.05,-1.77,2.2652
USDJPY,18.0,5,3.0,0.1,22,27.27,1.02,0.04,-1.79,1.8657
USDJPY,18.0,6,3.0,0.1,22,27.27,1.02,0.04,-1.79,1.8657
USDJPY,0.0,3,1.5,0.4,40,37.50,0.98,-0.04,-1.15,-1.0123
USDJPY,0.0,3,1.5,0.2,40,37.50,0.98,-0.05,-1.19,-1.3592
USDJPY,0.0,3,1.5,0.1,40,37.50,0.98,-0.06,-1.21,-1.5526
USDJPY,20.0,5,2.5,0.4,19,26.32,0.96,-0.08,-1.53,-4.3181
USDJPY,20.0,6,2.5,0.4,19,26.32,0.96,-0.08,-1.53,-4.3181
USDJPY,22.0,5,1.5,0.4,15,33.33,0.88,-0.10,-0.43,-6.5829
USDJPY,22.0,6,1.5,0.4,15,33.33,0.88,-0.10,-0.43,-6.5829
USDJPY,20.0,5,2.5,0.2,19,26.32,0.95,-0.10,-1.57,-5.5146
USDJPY,20.0,6,2.5,0.2,19,26.32,0.95,-0.10,-1.57,-5.5146
USDJPY,22.0,5,1.5,0.2,15,33.33,0.87,-0.11,-0.44,-7.1820
USDJPY,22.0,6,1.5,0.2,15,33.33,0.87,-0.11,-0.44,-7.1820
USDJPY,22.0,5,1.5,0.1,15,33.33,0.87,-0.11,-0.45,-7.5028
USDJPY,22.0,6,1.5,0.1,15,33.33,0.87,-0.11,-0.45,-7.5028
USDJPY,20.0,5,2.5,0.1,19,26.32,0.95,-0.12,-1.58,-6.1518
USDJPY,20.0,6,2.5,0.1,19,26.32,0.95,-0.12,-1.58,-6.1518
USDJPY,0.0,3,3.0,0.4,40,35.00,0.98,-0.12,-2.32,-3.0322
USDJPY,20.0,4,1.5,0.4,21,33.33,0.92,-0.13,-0.75,-6.2482
USDJPY,18.0,4,2.5,0.4,24,25.00,0.95,-0.14,-1.52,-5.8717
USDJPY,20.0,4,1.5,0.2,21,33.33,0.92,-0.14,-0.78,-6.7390
USDJPY,0.0,5,3.0,0.4,38,34.21,0.97,-0.14,-2.51,-3.7632
USDJPY,20.0,4,1.5,0.1,21,33.33,0.91,-0.15,-0.79,-7.0107
USDJPY,0.0,3,3.0,0.2,40,35.00,0.97,-0.15,-2.41,-3.8067
USDJPY,0.0,3,3.0,0.1,40,35.00,0.97,-0.17,-2.45,-4.2317
USDJPY,18.0,4,2.5,0.2,24,25.00,0.95,-0.17,-1.58,-7.1553
USDJPY,0.0,5,3.0,0.2,38,34.21,0.96,-0.17,-2.57,-4.5930
USDJPY,18.0,4,2.5,0.1,24,25.00,0.94,-0.19,-1.61,-7.8523
USDJPY,0.0,5,3.0,0.1,38,34.21,0.96,-0.19,-2.60,-5.0371
USDJPY,18.0,4,2.0,0.4,24,29.17,0.91,-0.22,-1.17,-9.2341
USDJPY,18.0,4,2.0,0.2,24,29.17,0.90,-0.24,-1.21,-10.0334
USDJPY,18.0,4,2.0,0.1,24,29.17,0.90,-0.25,-1.24,-10.4701
USDJPY,20.0,5,2.0,0.4,19,31.58,0.79,-0.35,-1.15,-18.6234
USDJPY,20.0,6,2.0,0.4,19,31.58,0.79,-0.35,-1.15,-18.6234
USDJPY,20.0,5,2.0,0.2,19,31.58,0.78,-0.37,-1.17,-19.5814
USDJPY,20.0,6,2.0,0.2,19,31.58,0.78,-0.37,-1.17,-19.5814
USDJPY,20.0,5,2.0,0.1,19,31.58,0.78,-0.38,-1.18,-20.0893
USDJPY,20.0,6,2.0,0.1,19,31.58,0.78,-0.38,-1.18,-20.0893
USDJPY,18.0,4,1.5,0.4,24,29.17,0.79,-0.39,-0.84,-16.4511
USDJPY,18.0,4,1.5,0.2,24,29.17,0.79,-0.41,-0.86,-17.0887
USDJPY,18.0,4,1.5,0.1,24,29.17,0.79,-0.42,-0.87,-17.4335
USDJPY,18.0,5,2.5,0.4,22,22.73,0.80,-0.50,-1.60,-22.6628
USDJPY,18.0,6,2.5,0.4,22,22.73,0.80,-0.50,-1.60,-22.6628
USDJPY,18.0,5,2.5,0.2,22,22.73,0.79,-0.53,-1.64,-24.0468
USDJPY,18.0,6,2.5,0.2,22,22.73,0.79,-0.53,-1.64,-24.0468
USDJPY,20.0,5,1.5,0.4,19,31.58,0.59,-0.53,-0.93,-27.8673
USDJPY,20.0,6,1.5,0.4,19,31.58,0.59,-0.53,-0.93,-27.8673
USDJPY,0.0,4,2.5,0.4,40,32.50,0.88,-0.53,-1.74,-13.3071
USDJPY,0.0,6,2.5,0.4,36,33.33,0.85,-0.54,-1.62,-15.0807
USDJPY,18.0,5,2.5,0.1,22,22.73,0.79,-0.55,-1.65,-24.7773
USDJPY,18.0,6,2.5,0.1,22,22.73,0.79,-0.55,-1.65,-24.7773
USDJPY,20.0,5,1.5,0.2,19,31.58,0.59,-0.55,-0.95,-28.7082
USDJPY,20.0,6,1.5,0.2,19,31.58,0.59,-0.55,-0.95,-28.7082
USDJPY,20.0,5,1.5,0.1,19,31.58,0.58,-0.55,-0.96,-29.1502
USDJPY,20.0,6,1.5,0.1,19,31.58,0.58,-0.55,-0.96,-29.1502
USDJPY,0.0,6,2.5,0.2,36,33.33,0.84,-0.58,-1.66,-16.0366
USDJPY,0.0,4,2.5,0.2,40,32.50,0.87,-0.58,-1.81,-14.4830
USDJPY,0.0,6,2.5,0.1,36,33.33,0.84,-0.60,-1.68,-16.5408
USDJPY,0.0,4,2.5,0.1,40,32.50,0.87,-0.60,-1.85,-15.1158
USDJPY,0.0,4,2.0,0.4,40,32.50,0.82,-0.66,-1.64,-16.4689
USDJPY,18.0,5,2.0,0.4,22,27.27,0.66,-0.67,-1.16,-30.4567
USDJPY,18.0,6,2.0,0.4,22,27.27,0.66,-0.67,-1.16,-30.4567
USDJPY,0.0,4,2.0,0.2,40,32.50,0.81,-0.69,-1.70,-17.3174
USDJPY,18.0,5,2.0,0.2,22,27.27,0.65,-0.69,-1.18,-31.5505
USDJPY,18.0,6,2.0,0.2,22,27.27,0.65,-0.69,-1.18,-31.5505
USDJPY,18.0,5,2.0,0.1,22,27.27,0.65,-0.71,-1.19,-32.1261
USDJPY,18.0,6,2.0,0.1,22,27.27,0.65,-0.71,-1.19,-32.1261
USDJPY,0.0,4,2.0,0.1,40,32.50,0.81,-0.71,-1.73,-17.7746
USDJPY,0.0,4,1.5,0.4,40,35.00,0.75,-0.73,-1.16,-18.3624
USDJPY,0.0,4,1.5,0.2,40,35.00,0.75,-0.76,-1.20,-19.0761
USDJPY,0.0,4,1.5,0.1,40,35.00,0.74,-0.78,-1.22,-19.4589
USDJPY,18.0,5,1.5,0.4,22,27.27,0.49,-0.79,-1.05,-36.0019
USDJPY,18.0,6,1.5,0.4,22,27.27,0.49,-0.79,-1.05,-36.0019
USDJPY,0.0,6,2.0,0.4,36,33.33,0.72,-0.79,-1.37,-22.0655
USDJPY,0.0,6,1.5,0.4,36,36.11,0.64,-0.80,-1.23,-22.2563
USDJPY,18.0,5,1.5,0.2,22,27.27,0.49,-0.81,-1.07,-36.9536
USDJPY,18.0,6,1.5,0.2,22,27.27,0.49,-0.81,-1.07,-36.9536
USDJPY,0.0,6,2.0,0.2,36,33.33,0.72,-0.82,-1.40,-22.8142
USDJPY,0.0,6,1.5,0.2,36,36.11,0.64,-0.82,-1.26,-22.8698
USDJPY,18.0,5,1.5,0.1,22,27.27,0.48,-0.82,-1.09,-37.4513
USDJPY,18.0,6,1.5,0.1,22,27.27,0.48,-0.82,-1.09,-37.4513
USDJPY,0.0,6,1.5,0.1,36,36.11,0.64,-0.83,-1.27,-23.1910
USDJPY,0.0,6,2.0,0.1,36,33.33,0.72,-0.84,-1.42,-23.2078
USDJPY,0.0,5,2.5,0.4,38,31.58,0.77,-0.89,-1.96,-23.3827
USDJPY,0.0,5,2.5,0.2,38,31.58,0.76,-0.94,-2.01,-24.6096
USDJPY,0.0,5,2.5,0.1,38,31.58,0.76,-0.96,-2.04,-25.2577
USDJPY,0.0,5,2.0,0.4,38,31.58,0.65,-1.11,-1.64,-29.0848
USDJPY,0.0,5,1.5,0.4,38,34.21,0.56,-1.13,-1.56,-29.7463
USDJPY,0.0,5,2.0,0.2,38,31.58,0.65,-1.14,-1.68,-30.1039
USDJPY,0.0,5,2.0,0.1,38,31.58,0.64,-1.16,-1.70,-30.6414
USDJPY,0.0,5,1.5,0.2,38,34.21,0.56,-1.16,-1.60,-30.6438
USDJPY,0.0,5,1.5,0.1,38,34.21,0.56,-1.18,-1.62,-31.1161
